,gene_name,display_name,biotype,cat_biotype
565,Maff,Maff,TF,Transcription Factor
566,Cebpe,Cebpe,TF,Transcription Factor
567,Foxb2,Foxb2,TF,Transcription Factor
568,Zfhx4,Zfhx4,TF,Transcription Factor
569,Sp110,Sp110,TF,Transcription Factor
570,Osr1,Osr1,TF,Transcription Factor
571,Msgn1,Msgn1,TF,Transcription Factor
572,Sox8,Sox8,TF,Transcription Factor
573,Mlxip,Mlxip,TF,Transcription Factor
574,Sohlh2,Sohlh2,TF,Transcription Factor
575,Zfp791,Zfp791,TF,Transcription Factor
576,Hey1,Hey1,TF,Transcription Factor
577,Smad5,Smad5,TF,Transcription Factor
578,Mycn,Mycn,TF,Transcription Factor
579,Rorb,Rorb,TF,Transcription Factor
580,En1,En1,TF,Transcription Factor
581,Zbtb42,Zbtb42,TF,Transcription Factor
582,Spz1,Spz1,TF,Transcription Factor
583,Tbx6,Tbx6,TF,Transcription Factor
584,Foxj1,Foxj1,TF,Transcription Factor
585,Zfhx2,Zfhx2,TF,Transcription Factor
586,Dmrta2,Dmrta2,TF,Transcription Factor
587,Gsx2,Gsx2,TF,Transcription Factor
588,Gm28047,Gm28047,TF,Transcription Factor
589,Mtf2,Mtf2,TF,Transcription Factor
590,Foxs1,Foxs1,TF,Transcription Factor
591,Atf7,Atf7,TF,Transcription Factor
592,Nhlh2,Nhlh2,TF,Transcription Factor
593,Sp100,Sp100,TF,Transcription Factor
594,Hoxc13,Hoxc13,TF,Transcription Factor
595,Hoxc12,Hoxc12,TF,Transcription Factor
596,Hoxc11,Hoxc11,TF,Transcription Factor
597,Hoxc10,Hoxc10,TF,Transcription Factor
598,Hoxc5,Hoxc5,TF,Transcription Factor
599,Hoxc9,Hoxc9,TF,Transcription Factor
600,Hoxc8,Hoxc8,TF,Transcription Factor
601,Hoxc6,Hoxc6,TF,Transcription Factor
602,Rxra,Rxra,TF,Transcription Factor
603,Zfp704,Zfp704,TF,Transcription Factor
604,Foxp1,Foxp1,TF,Transcription Factor
605,Ss18l1,Ss18l1,TF,Transcription Factor
606,Max,Max,TF,Transcription Factor
607,Hoxc4,Hoxc4,TF,Transcription Factor
608,Nfkb1,Nfkb1,TF,Transcription Factor
609,A630001G21Rik,A630001G21Rik,TF,Transcription Factor
610,Nrl,Nrl,TF,Transcription Factor
611,Hes2,Hes2,TF,Transcription Factor
612,Gm9833,Gm9833,TF,Transcription Factor
613,Zic1,Zic1,TF,Transcription Factor
614,Atf4,Atf4,TF,Transcription Factor
615,Pou2f3,Pou2f3,TF,Transcription Factor
616,Vsx2,Vsx2,TF,Transcription Factor
617,Zic4,Zic4,TF,Transcription Factor
618,Plscr1,Plscr1,TF,Transcription Factor
619,Hes3,Hes3,TF,Transcription Factor
620,Zfp423,Zfp423,TF,Transcription Factor
621,Gsx1,Gsx1,TF,Transcription Factor
622,Mrtfa,Mrtfa,TF,Transcription Factor
623,Pdx1,Pdx1,TF,Transcription Factor
624,Cdx2,Cdx2,TF,Transcription Factor
625,Zfp131,Zfp131,TF,Transcription Factor
626,Plscr2,Plscr2,TF,Transcription Factor
627,Mga,Mga,TF,Transcription Factor
628,Zfp930,Zfp930,TF,Transcription Factor
629,1700057G04Rik,1700057G04Rik,TF,Transcription Factor
630,Zfp868,Zfp868,TF,Transcription Factor
631,Zfp964,Zfp964,TF,Transcription Factor
632,Zfp869,Zfp869,TF,Transcription Factor
633,Ep300,Ep300,TF,Transcription Factor
634,Zfp963,Zfp963,TF,Transcription Factor
635,Gm20422,Gm20422,TF,Transcription Factor
636,Zfp866,Zfp866,TF,Transcription Factor
637,Neurod6,Neurod6,TF,Transcription Factor
638,Fezf1,Fezf1,TF,Transcription Factor
639,Spib,Spib,TF,Transcription Factor
640,Nr1h5,Nr1h5,TF,Transcription Factor
641,Mxi1,Mxi1,TF,Transcription Factor
642,Otp,Otp,TF,Transcription Factor
643,Irf9,Irf9,TF,Transcription Factor
644,Hsf3,Hsf3,TF,Transcription Factor
645,Csrnp3,Csrnp3,TF,Transcription Factor
646,Foxi1,Foxi1,TF,Transcription Factor
647,Tef,Tef,TF,Transcription Factor
648,Pbx4,Pbx4,TF,Transcription Factor
649,Stat6,Stat6,TF,Transcription Factor
650,Npas1,Npas1,TF,Transcription Factor
651,Dmtf1,Dmtf1,TF,Transcription Factor
652,Ar,Ar,TF,Transcription Factor
653,Gata5,Gata5,TF,Transcription Factor
654,Rfxank,Rfxank,TF,Transcription Factor
655,Tfap2d,Tfap2d,TF,Transcription Factor
656,Stat5b,Stat5b,TF,Transcription Factor
657,Mef2a,Mef2a,TF,Transcription Factor
658,Plagl2,Plagl2,TF,Transcription Factor
659,Sall1,Sall1,TF,Transcription Factor
660,Tfam,Tfam,TF,Transcription Factor
661,Mef2b,Mef2b,TF,Transcription Factor
662,Zfp558,Zfp558,TF,Transcription Factor
663,Clock,Clock,TF,Transcription Factor
664,Zbtb39,Zbtb39,TF,Transcription Factor
665,Stat5a,Stat5a,TF,Transcription Factor
666,Foxd2,Foxd2,TF,Transcription Factor
667,Zfp623,Zfp623,TF,Transcription Factor
668,Zfp707,Zfp707,TF,Transcription Factor
669,Nr1h2,Nr1h2,TF,Transcription Factor
670,E2f5,E2f5,TF,Transcription Factor
671,Foxe3,Foxe3,TF,Transcription Factor
672,Tfap2b,Tfap2b,TF,Transcription Factor
673,Zfp317,Zfp317,TF,Transcription Factor
674,Tcf7l2,Tcf7l2,TF,Transcription Factor
675,Hsf2,Hsf2,TF,Transcription Factor
676,Tal1,Tal1,TF,Transcription Factor
677,Tcfl5,Tcfl5,TF,Transcription Factor
678,Etv6,Etv6,TF,Transcription Factor
679,Zfp560,Zfp560,TF,Transcription Factor
680,Alx1,Alx1,TF,Transcription Factor
681,Trp73,Trp73,TF,Transcription Factor
682,Bhlhe22,Bhlhe22,TF,Transcription Factor
683,Zfp426,Zfp426,TF,Transcription Factor
684,Crebl2,Crebl2,TF,Transcription Factor
685,Foxo4,Foxo4,TF,Transcription Factor
686,Stat3,Stat3,TF,Transcription Factor
687,Zfp266,Zfp266,TF,Transcription Factor
688,AW822073,AW822073,TF,Transcription Factor
689,Zfp846,Zfp846,TF,Transcription Factor
690,Duxf3,Duxf3,TF,Transcription Factor
691,Gm4981,Gm4981,TF,Transcription Factor
692,Maz,Maz,TF,Transcription Factor
693,Nkx6-3,Nkx6-3,TF,Transcription Factor
694,Nfatc4,Nfatc4,TF,Transcription Factor
695,5430403G16Rik,5430403G16Rik,TF,Transcription Factor
696,4930522L14Rik,4930522L14Rik,TF,Transcription Factor
697,Gfi1b,Gfi1b,TF,Transcription Factor
698,Gm15446,Gm15446,TF,Transcription Factor
699,Hmx1,Hmx1,TF,Transcription Factor
700,Zfp932,Zfp932,TF,Transcription Factor
701,Gli3,Gli3,TF,Transcription Factor
702,Gm17655,Gm17655,TF,Transcription Factor
703,Gm35315,Gm35315,TF,Transcription Factor
704,Tbx10,Tbx10,TF,Transcription Factor
705,Bhlhe23,Bhlhe23,TF,Transcription Factor
706,Zfp605,Zfp605,TF,Transcription Factor
707,Pou6f2,Pou6f2,TF,Transcription Factor
708,Hinfp,Hinfp,TF,Transcription Factor
709,Zfp607b,Zfp607b,TF,Transcription Factor
710,Nr1d2,Nr1d2,TF,Transcription Factor
711,Zfp626,Zfp626,TF,Transcription Factor
712,Thrb,Thrb,TF,Transcription Factor
713,Rarb,Rarb,TF,Transcription Factor
714,Zfp607a,Zfp607a,TF,Transcription Factor
715,Elk1,Elk1,TF,Transcription Factor
716,Crebrf,Crebrf,TF,Transcription Factor
717,Zfp974,Zfp974,TF,Transcription Factor
718,Zfp780b,Zfp780b,TF,Transcription Factor
719,Zfp850,Zfp850,TF,Transcription Factor
720,Nkx2-5,Nkx2-5,TF,Transcription Factor
721,Nr2f2,Nr2f2,TF,Transcription Factor
722,Rest,Rest,TF,Transcription Factor
723,Zfp300,Zfp300,TF,Transcription Factor
724,Hif3a,Hif3a,TF,Transcription Factor
725,Myf5,Myf5,TF,Transcription Factor
726,Myf6,Myf6,TF,Transcription Factor
727,Hsfy2,Hsfy2,TF,Transcription Factor
728,Zfp553,Zfp553,TF,Transcription Factor
729,Zfp771,Zfp771,TF,Transcription Factor
730,Tfdp2,Tfdp2,TF,Transcription Factor
731,Barhl1,Barhl1,TF,Transcription Factor
732,Ebf1,Ebf1,TF,Transcription Factor
733,Irx3,Irx3,TF,Transcription Factor
734,Satb2,Satb2,TF,Transcription Factor
735,Zfp683,Zfp683,TF,Transcription Factor
736,Dmbx1,Dmbx1,TF,Transcription Factor
737,Irx5,Irx5,TF,Transcription Factor
738,Irx6,Irx6,TF,Transcription Factor
739,Zhx1,Zhx1,TF,Transcription Factor
740,Prdm16,Prdm16,TF,Transcription Factor
741,Sox30,Sox30,TF,Transcription Factor
742,Zfp960,Zfp960,TF,Transcription Factor
743,Zfp97,Zfp97,TF,Transcription Factor
744,Mlx,Mlx,TF,Transcription Factor
745,Hlx,Hlx,TF,Transcription Factor
746,Zfp473,Zfp473,TF,Transcription Factor
747,Zfp808,Zfp808,TF,Transcription Factor
748,Nfib,Nfib,TF,Transcription Factor
749,Gm3604,Gm3604,TF,Transcription Factor
750,Zfp935,Zfp935,TF,Transcription Factor
751,Gm49359,Gm49359,TF,Transcription Factor
752,Zfp934,Zfp934,TF,Transcription Factor
753,Platr25,Platr25,TF,Transcription Factor
754,Gm5141,Gm5141,TF,Transcription Factor
755,E2f7,E2f7,TF,Transcription Factor
756,Zbtb38,Zbtb38,TF,Transcription Factor
757,Batf2,Batf2,TF,Transcription Factor
758,Emx1,Emx1,TF,Transcription Factor
759,P2rx2,P2rx2,TF,Transcription Factor
760,Atf5,Atf5,TF,Transcription Factor
761,Esrra,Esrra,TF,Transcription Factor
762,Cdx4,Cdx4,TF,Transcription Factor
763,Rhox5,Rhox5,TF,Transcription Factor
764,Noto,Noto,TF,Transcription Factor
765,Stat2,Stat2,TF,Transcription Factor
766,Bhlhe40,Bhlhe40,TF,Transcription Factor
767,Zfp367,Zfp367,TF,Transcription Factor
768,Sox3,Sox3,TF,Transcription Factor
769,Cphx1,Cphx1,TF,Transcription Factor
770,Duxbl1,Duxbl1,TF,Transcription Factor
771,Hes5,Hes5,TF,Transcription Factor
772,Hhex,Hhex,TF,Transcription Factor
773,Atoh1,Atoh1,TF,Transcription Factor
774,Zfp768,Zfp768,TF,Transcription Factor
775,Mypop,Mypop,TF,Transcription Factor
776,Zbtb2,Zbtb2,TF,Transcription Factor
777,Spi1,Spi1,TF,Transcription Factor
778,Zfp747,Zfp747,TF,Transcription Factor
779,Foxa3,Foxa3,TF,Transcription Factor
780,9130019O22Rik,9130019O22Rik,TF,Transcription Factor
781,E430018J23Rik,E430018J23Rik,TF,Transcription Factor
782,Zfp764,Zfp764,TF,Transcription Factor
784,Gm10772,Gm10772,TF,Transcription Factor
785,Egr4,Egr4,TF,Transcription Factor
787,Zfp689,Zfp689,TF,Transcription Factor
788,Pax4,Pax4,TF,Transcription Factor
789,Neurog1,Neurog1,TF,Transcription Factor
790,Foxr1,Foxr1,TF,Transcription Factor
791,Esr1,Esr1,TF,Transcription Factor
792,Zkscan4,Zkscan4,TF,Transcription Factor
793,Zkscan8,Zkscan8,TF,Transcription Factor
794,Zfp160,Zfp160,TF,Transcription Factor
795,Foxl2,Foxl2,TF,Transcription Factor
796,Runx2,Runx2,TF,Transcription Factor
797,Zfp677,Zfp677,TF,Transcription Factor
798,Zfp54,Zfp54,TF,Transcription Factor
799,Gata3,Gata3,TF,Transcription Factor
800,Nr2e3,Nr2e3,TF,Transcription Factor
801,Zfp51,Zfp51,TF,Transcription Factor
802,Zfp53,Zfp53,TF,Transcription Factor
803,Zfp52,Zfp52,TF,Transcription Factor
804,Zfp948,Zfp948,TF,Transcription Factor
805,Cdc5l,Cdc5l,TF,Transcription Factor
806,Runx3,Runx3,TF,Transcription Factor
807,Prdm5,Prdm5,TF,Transcription Factor
808,Six5,Six5,TF,Transcription Factor
809,Ascl3,Ascl3,TF,Transcription Factor
810,Figla,Figla,TF,Transcription Factor
811,Spdef,Spdef,TF,Transcription Factor
812,Thap1,Thap1,TF,Transcription Factor
813,Ski,Ski,TF,Transcription Factor
814,Zfp958,Zfp958,TF,Transcription Factor
815,Sox14,Sox14,TF,Transcription Factor
816,Grhl3,Grhl3,TF,Transcription Factor
817,Zfp709,Zfp709,TF,Transcription Factor
818,Zfp882,Zfp882,TF,Transcription Factor
819,Zfp617,Zfp617,TF,Transcription Factor
820,Zbtb37,Zbtb37,TF,Transcription Factor
821,Msx1,Msx1,TF,Transcription Factor
822,Zfp961,Zfp961,TF,Transcription Factor
823,Zfp523,Zfp523,TF,Transcription Factor
824,Zfp62,Zfp62,TF,Transcription Factor
825,Zfp629,Zfp629,TF,Transcription Factor
826,Irf5,Irf5,TF,Transcription Factor
827,E2f1,E2f1,TF,Transcription Factor
828,Zfp341,Zfp341,TF,Transcription Factor
829,Esrrg,Esrrg,TF,Transcription Factor
830,Ppard,Ppard,TF,Transcription Factor
831,Ikzf4,Ikzf4,TF,Transcription Factor
832,Klf2,Klf2,TF,Transcription Factor
833,E2f2,E2f2,TF,Transcription Factor
834,Shox2,Shox2,TF,Transcription Factor
835,Aebp2,Aebp2,TF,Transcription Factor
836,Zfp319,Zfp319,TF,Transcription Factor
837,Sp5,Sp5,TF,Transcription Factor
838,Fosb,Fosb,TF,Transcription Factor
839,Zfp46,Zfp46,TF,Transcription Factor
840,Tead3,Tead3,TF,Transcription Factor
841,Zbtb7b,Zbtb7b,TF,Transcription Factor
842,Zfp143,Zfp143,TF,Transcription Factor
843,Dmrta1,Dmrta1,TF,Transcription Factor
844,Zfp352,Zfp352,TF,Transcription Factor
845,Six3,Six3,TF,Transcription Factor
846,Srf,Srf,TF,Transcription Factor
847,Zfp668,Zfp668,TF,Transcription Factor
848,Pbxip1,Pbxip1,TF,Transcription Factor
849,Isx,Isx,TF,Transcription Factor
850,Alx3,Alx3,TF,Transcription Factor
851,Nrf1,Nrf1,TF,Transcription Factor
852,Myrfl,Myrfl,TF,Transcription Factor
853,Skor1,Skor1,TF,Transcription Factor
854,Gm12845,Gm12845,TF,Transcription Factor
855,Zbtb40,Zbtb40,TF,Transcription Factor
856,Klf17,Klf17,TF,Transcription Factor
857,Zfp287,Zfp287,TF,Transcription Factor
858,Zfp286,Zfp286,TF,Transcription Factor
859,Jun,Jun,TF,Transcription Factor
860,Neurod4,Neurod4,TF,Transcription Factor
861,Prox1,Prox1,TF,Transcription Factor
862,Smad3,Smad3,TF,Transcription Factor
863,Crebzf,Crebzf,TF,Transcription Factor
864,Pparg,Pparg,TF,Transcription Factor
865,Elk4,Elk4,TF,Transcription Factor
866,Foxn1,Foxn1,TF,Transcription Factor
867,Etv4,Etv4,TF,Transcription Factor
868,Meox1,Meox1,TF,Transcription Factor
869,Nkx3-2,Nkx3-2,TF,Transcription Factor
870,Purg,Purg,TF,Transcription Factor
871,Tfeb,Tfeb,TF,Transcription Factor
872,Zfp296,Zfp296,TF,Transcription Factor
873,Klf14,Klf14,TF,Transcription Factor
874,Zfp354c,Zfp354c,TF,Transcription Factor
875,Zfp879,Zfp879,TF,Transcription Factor
876,Batf3,Batf3,TF,Transcription Factor
877,Zfp454,Zfp454,TF,Transcription Factor
878,Zfp2,Zfp2,TF,Transcription Factor
879,Zfp354b,Zfp354b,TF,Transcription Factor
880,Atf3,Atf3,TF,Transcription Factor
881,Prop1,Prop1,TF,Transcription Factor
882,Foxn4,Foxn4,TF,Transcription Factor
883,Nfia,Nfia,TF,Transcription Factor
884,Zfp354a,Zfp354a,TF,Transcription Factor
885,Plagl1,Plagl1,TF,Transcription Factor
886,2610044O15Rik8,2610044O15Rik8,TF,Transcription Factor
887,Mecom,Mecom,TF,Transcription Factor
888,Zscan29,Zscan29,TF,Transcription Factor
889,Mynn,Mynn,TF,Transcription Factor
890,Zfp422,Zfp422,TF,Transcription Factor
891,Zfp872,Zfp872,TF,Transcription Factor
892,Zfp809,Zfp809,TF,Transcription Factor
893,Zfp599,Zfp599,TF,Transcription Factor
894,Zkscan6,Zkscan6,TF,Transcription Factor
895,Zfp810,Zfp810,TF,Transcription Factor
896,Pknox1,Pknox1,TF,Transcription Factor
897,Zfp637,Zfp637,TF,Transcription Factor
898,Gmeb2,Gmeb2,TF,Transcription Factor
899,Zfp239,Zfp239,TF,Transcription Factor
900,Neurog3,Neurog3,TF,Transcription Factor
901,Hivep2,Hivep2,TF,Transcription Factor
902,Relb,Relb,TF,Transcription Factor
903,Irf3,Irf3,TF,Transcription Factor
904,Creb3l4,Creb3l4,TF,Transcription Factor
905,Tchp,Tchp,TF,Transcription Factor
906,Wiz,Wiz,TF,Transcription Factor
907,Zfp248,Zfp248,TF,Transcription Factor
908,Zfp9,Zfp9,TF,Transcription Factor
909,Olig3,Olig3,TF,Transcription Factor
910,Skil,Skil,TF,Transcription Factor
911,Carf,Carf,TF,Transcription Factor
912,Zfp871,Zfp871,TF,Transcription Factor
913,Zfp811,Zfp811,TF,Transcription Factor
914,Zfp799,Zfp799,TF,Transcription Factor
915,Zfp870,Zfp870,TF,Transcription Factor
916,Zfp472,Zfp472,TF,Transcription Factor
917,Creb3l2,Creb3l2,TF,Transcription Factor
918,Zfp952,Zfp952,TF,Transcription Factor
919,Zfp763,Zfp763,TF,Transcription Factor
920,Zfp563,Zfp563,TF,Transcription Factor
921,Zfp955a,Zfp955a,TF,Transcription Factor
922,Zfp955b,Zfp955b,TF,Transcription Factor
923,Zfp81,Zfp81,TF,Transcription Factor
924,Zfp101,Zfp101,TF,Transcription Factor
926,Hsf4,Hsf4,TF,Transcription Factor
927,Myb,Myb,TF,Transcription Factor
928,E2f4,E2f4,TF,Transcription Factor
929,Zfp639,Zfp639,TF,Transcription Factor
930,Tbx20,Tbx20,TF,Transcription Factor
931,Mesp1,Mesp1,TF,Transcription Factor
932,Mesp2,Mesp2,TF,Transcription Factor
933,Dlx1,Dlx1,TF,Transcription Factor
934,Hnf1a,Hnf1a,TF,Transcription Factor
935,Dlx2,Dlx2,TF,Transcription Factor
936,Tcf21,Tcf21,TF,Transcription Factor
937,Gbx1,Gbx1,TF,Transcription Factor
938,Mafg,Mafg,TF,Transcription Factor
939,Foxd3,Foxd3,TF,Transcription Factor
940,Zfp57,Zfp57,TF,Transcription Factor
941,T,T,TF,Transcription Factor
942,Zfp710,Zfp710,TF,Transcription Factor
943,Rorc,Rorc,TF,Transcription Factor
944,Prrx1,Prrx1,TF,Transcription Factor
945,Tcf7,Tcf7,TF,Transcription Factor
946,Gbx2,Gbx2,TF,Transcription Factor
947,Foxj3,Foxj3,TF,Transcription Factor
948,Hivep3,Hivep3,TF,Transcription Factor
949,Foxo6,Foxo6,TF,Transcription Factor
950,Nr2f6,Nr2f6,TF,Transcription Factor
951,Rxrb,Rxrb,TF,Transcription Factor
952,Ubp1,Ubp1,TF,Transcription Factor
953,Nfyc,Nfyc,TF,Transcription Factor
954,Pax7,Pax7,TF,Transcription Factor
955,Zfp69,Zfp69,TF,Transcription Factor
956,Rlf,Rlf,TF,Transcription Factor
957,Mycl,Mycl,TF,Transcription Factor
958,Heyl,Heyl,TF,Transcription Factor
959,Tead1,Tead1,TF,Transcription Factor
960,Jund,Jund,TF,Transcription Factor
961,Rora,Rora,TF,Transcription Factor
962,Lrrfip1,Lrrfip1,TF,Transcription Factor
963,Foxb1,Foxb1,TF,Transcription Factor
964,En2,En2,TF,Transcription Factor
965,Zfp358,Zfp358,TF,Transcription Factor
966,Nr1h3,Nr1h3,TF,Transcription Factor
967,Zgpat,Zgpat,TF,Transcription Factor
968,Eomes,Eomes,TF,Transcription Factor
969,Tead2,Tead2,TF,Transcription Factor
970,Tbx19,Tbx19,TF,Transcription Factor
971,Irf1,Irf1,TF,Transcription Factor
972,Mnx1,Mnx1,TF,Transcription Factor
973,Zbtb17,Zbtb17,TF,Transcription Factor
974,Tlx2,Tlx2,TF,Transcription Factor
975,Lbx2,Lbx2,TF,Transcription Factor
976,Sp3,Sp3,TF,Transcription Factor
977,Arntl,Arntl,TF,Transcription Factor
978,Prdm2,Prdm2,TF,Transcription Factor
979,Rbpj,Rbpj,TF,Transcription Factor
980,Hoxa4,Hoxa4,TF,Transcription Factor
981,Hoxa5,Hoxa5,TF,Transcription Factor
982,Hoxa6,Hoxa6,TF,Transcription Factor
983,Hoxa7,Hoxa7,TF,Transcription Factor
984,Hoxa9,Hoxa9,TF,Transcription Factor
985,Hoxa10,Hoxa10,TF,Transcription Factor
986,Hoxa11,Hoxa11,TF,Transcription Factor
987,Zfp990,Zfp990,TF,Transcription Factor
989,Zfp980,Zfp980,TF,Transcription Factor
990,Tcf12,Tcf12,TF,Transcription Factor
991,Irf8,Irf8,TF,Transcription Factor
992,Zfp986,Zfp986,TF,Transcription Factor
993,Zfp987,Zfp987,TF,Transcription Factor
994,Zfp600,Zfp600,TF,Transcription Factor
995,Zfp992,Zfp992,TF,Transcription Factor
996,Zfp981,Zfp981,TF,Transcription Factor
997,Foxf1,Foxf1,TF,Transcription Factor
998,Hoxa1,Hoxa1,TF,Transcription Factor
999,Hoxa2,Hoxa2,TF,Transcription Factor
1000,Zfp989,Zfp989,TF,Transcription Factor
1001,Hoxa3,Hoxa3,TF,Transcription Factor
1002,Rex2,Rex2,TF,Transcription Factor
1003,Zfp991,Zfp991,TF,Transcription Factor
1004,Hoxa13,Hoxa13,TF,Transcription Factor
1005,Hes6,Hes6,TF,Transcription Factor
1006,Evx1,Evx1,TF,Transcription Factor
1007,Zfp988,Zfp988,TF,Transcription Factor
1008,Zfp978,Zfp978,TF,Transcription Factor
1009,Zfp982,Zfp982,TF,Transcription Factor
1010,Zfp985,Zfp985,TF,Transcription Factor
1011,Zfp979,Zfp979,TF,Transcription Factor
1012,Foxc2,Foxc2,TF,Transcription Factor
1013,Foxl1,Foxl1,TF,Transcription Factor
1014,Sp9,Sp9,TF,Transcription Factor
1015,Zfp180,Zfp180,TF,Transcription Factor
1016,Zfp112,Zfp112,TF,Transcription Factor
1017,Zfp235,Zfp235,TF,Transcription Factor
1018,Zfp114,Zfp114,TF,Transcription Factor
1019,Csrnp1,Csrnp1,TF,Transcription Factor
1020,Zfp111,Zfp111,TF,Transcription Factor
1021,Zfp109,Zfp109,TF,Transcription Factor
1022,Zfp280d,Zfp280d,TF,Transcription Factor
1023,Zfp108,Zfp108,TF,Transcription Factor
1024,Zfp93,Zfp93,TF,Transcription Factor
1025,Snai3,Snai3,TF,Transcription Factor
1026,Hes7,Hes7,TF,Transcription Factor
1027,Zfp61,Zfp61,TF,Transcription Factor
1028,Zfp94,Zfp94,TF,Transcription Factor
1029,Myog,Myog,TF,Transcription Factor
1030,Rfx7,Rfx7,TF,Transcription Factor
1031,Tbx3,Tbx3,TF,Transcription Factor
1032,Foxk2,Foxk2,TF,Transcription Factor
1033,Klf3,Klf3,TF,Transcription Factor
1034,Pou3f1,Pou3f1,TF,Transcription Factor
1035,Tbx5,Tbx5,TF,Transcription Factor
1036,Mtf1,Mtf1,TF,Transcription Factor
1037,Pcbp1,Pcbp1,TF,Transcription Factor
1038,Mxd1,Mxd1,TF,Transcription Factor
1039,Ptf1a,Ptf1a,TF,Transcription Factor
1040,Lhx5,Lhx5,TF,Transcription Factor
1041,Zfp628,Zfp628,TF,Transcription Factor
1042,Zfp750,Zfp750,TF,Transcription Factor
1043,Zfp651,Zfp651,TF,Transcription Factor
1044,Onecut1,Onecut1,TF,Transcription Factor
1045,Zscan2,Zscan2,TF,Transcription Factor
1046,Zfp84,Zfp84,TF,Transcription Factor
1047,Sox18,Sox18,TF,Transcription Factor
1048,Zfp790,Zfp790,TF,Transcription Factor
1049,Zfp524,Zfp524,TF,Transcription Factor
1050,Tfap2e,Tfap2e,TF,Transcription Factor
1051,Gm44973,Gm44973,TF,Transcription Factor
1052,Zfp940,Zfp940,TF,Transcription Factor
1053,Zfp865,Zfp865,TF,Transcription Factor
1054,Zfp280b,Zfp280b,TF,Transcription Factor
1055,Zfp420,Zfp420,TF,Transcription Factor
1056,Zfp27,Zfp27,TF,Transcription Factor
1057,Zfp383,Zfp383,TF,Transcription Factor
1058,Klf7,Klf7,TF,Transcription Factor
1059,Zfp74,Zfp74,TF,Transcription Factor
1060,Zfp784,Zfp784,TF,Transcription Factor
1061,Zfp580,Zfp580,TF,Transcription Factor
1062,Zscan20,Zscan20,TF,Transcription Factor
1063,Creb1,Creb1,TF,Transcription Factor
1064,Zfp362,Zfp362,TF,Transcription Factor
1065,Pou2f1,Pou2f1,TF,Transcription Factor
1066,2010315B03Rik,2010315B03Rik,TF,Transcription Factor
1067,Pcbp3,Pcbp3,TF,Transcription Factor
1068,Zfp445,Zfp445,TF,Transcription Factor
1069,Zfp568,Zfp568,TF,Transcription Factor
1070,Zkscan7,Zkscan7,TF,Transcription Factor
1071,Zfp105,Zfp105,TF,Transcription Factor
1072,Zfp14,Zfp14,TF,Transcription Factor
1073,Trp53,Trp53,TF,Transcription Factor
1074,Dmrtc2,Dmrtc2,TF,Transcription Factor
1075,Klf4,Klf4,TF,Transcription Factor
1076,Zfp82,Zfp82,TF,Transcription Factor
1077,Elf3,Elf3,TF,Transcription Factor
1078,Zfp566,Zfp566,TF,Transcription Factor
1079,Pou3f2,Pou3f2,TF,Transcription Factor
1080,Zfp260,Zfp260,TF,Transcription Factor
1081,Zfp382,Zfp382,TF,Transcription Factor
1082,Zfp146,Zfp146,TF,Transcription Factor
1083,Sox6,Sox6,TF,Transcription Factor
1084,Sox15,Sox15,TF,Transcription Factor
1085,Tgif2,Tgif2,TF,Transcription Factor
1086,Ovol3,Ovol3,TF,Transcription Factor
1087,Zfp787,Zfp787,TF,Transcription Factor
1088,Zfp408,Zfp408,TF,Transcription Factor
1089,Zfp444,Zfp444,TF,Transcription Factor
1090,Bach2,Bach2,TF,Transcription Factor
1091,Zscan5b,Zscan5b,TF,Transcription Factor
1092,Zbtb4,Zbtb4,TF,Transcription Factor
1093,Myt1,Myt1,TF,Transcription Factor
1094,Hnf1b,Hnf1b,TF,Transcription Factor
1095,Zfp667,Zfp667,TF,Transcription Factor
1096,Zfp583,Zfp583,TF,Transcription Factor
1097,Gm3854,Gm3854,TF,Transcription Factor
1098,Zfp78,Zfp78,TF,Transcription Factor
1099,Zkscan16,Zkscan16,TF,Transcription Factor
1100,Zfp28,Zfp28,TF,Transcription Factor
1101,Phox2b,Phox2b,TF,Transcription Factor
1102,Plag1,Plag1,TF,Transcription Factor
1103,2610008E11Rik,2610008E11Rik,TF,Transcription Factor
1104,Rxrg,Rxrg,TF,Transcription Factor
1105,Zim1,Zim1,TF,Transcription Factor
1106,Zfp513,Zfp513,TF,Transcription Factor
1107,Lmx1a,Lmx1a,TF,Transcription Factor
1108,Cux2,Cux2,TF,Transcription Factor
1109,Peg3,Peg3,TF,Transcription Factor
1110,Pbx1,Pbx1,TF,Transcription Factor
1111,Atf2,Atf2,TF,Transcription Factor
1112,Lhx1,Lhx1,TF,Transcription Factor
1113,Dbp,Dbp,TF,Transcription Factor
1114,Zfp418,Zfp418,TF,Transcription Factor
1115,Zfp772,Zfp772,TF,Transcription Factor
1116,Fosl2,Fosl2,TF,Transcription Factor
1117,Zfp292,Zfp292,TF,Transcription Factor
1118,Evx2,Evx2,TF,Transcription Factor
1119,Hoxd13,Hoxd13,TF,Transcription Factor
1120,Hoxd12,Hoxd12,TF,Transcription Factor
1121,Hoxd11,Hoxd11,TF,Transcription Factor
1122,Hoxd10,Hoxd10,TF,Transcription Factor
1123,Hoxd9,Hoxd9,TF,Transcription Factor
1124,Hoxd8,Hoxd8,TF,Transcription Factor
1125,Hoxd3,Hoxd3,TF,Transcription Factor
1126,Hoxd4,Hoxd4,TF,Transcription Factor
