,assays,leiden,topics,keep
10x_hipp_13_Topic8_R89,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic9_R89,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic10_R89,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic11_R89,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic12_R89,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic13_R89,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic1_R90,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic2_R90,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic3_R90,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic4_R90,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic5_R90,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic6_R90,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic7_R90,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic8_R90,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic9_R90,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic10_R90,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic11_R90,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic12_R90,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic13_R90,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic1_R91,10x_hipp_13,11,Topic_12,False
10x_hipp_13_Topic2_R91,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic3_R91,10x_hipp_13,13,Topic_14,True
10x_hipp_13_Topic4_R91,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic5_R91,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic6_R91,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic7_R91,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic8_R91,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic9_R91,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic10_R91,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic11_R91,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic12_R91,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic13_R91,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic1_R92,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic2_R92,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic3_R92,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic4_R92,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic5_R92,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic6_R92,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic7_R92,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic8_R92,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic9_R92,10x_hipp_13,13,Topic_14,True
10x_hipp_13_Topic10_R92,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic11_R92,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic12_R92,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic13_R92,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic1_R93,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic2_R93,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic3_R93,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic4_R93,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic5_R93,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic6_R93,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic7_R93,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic8_R93,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic9_R93,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic10_R93,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic11_R93,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic12_R93,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic13_R93,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic1_R94,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic2_R94,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic3_R94,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic4_R94,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic5_R94,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic6_R94,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic7_R94,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic8_R94,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic9_R94,10x_hipp_13,11,Topic_12,False
10x_hipp_13_Topic10_R94,10x_hipp_13,13,Topic_14,True
10x_hipp_13_Topic11_R94,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic12_R94,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic13_R94,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic1_R95,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic2_R95,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic3_R95,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic4_R95,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic5_R95,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic6_R95,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic7_R95,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic8_R95,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic9_R95,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic10_R95,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic11_R95,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic12_R95,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic13_R95,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic1_R96,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic2_R96,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic3_R96,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic4_R96,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic5_R96,10x_hipp_13,11,Topic_12,False
10x_hipp_13_Topic6_R96,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic7_R96,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic8_R96,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic9_R96,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic10_R96,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic11_R96,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic12_R96,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic13_R96,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic1_R97,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic2_R97,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic3_R97,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic4_R97,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic5_R97,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic6_R97,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic7_R97,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic8_R97,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic9_R97,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic10_R97,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic11_R97,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic12_R97,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic13_R97,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic1_R98,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic2_R98,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic3_R98,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic4_R98,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic5_R98,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic6_R98,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic7_R98,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic8_R98,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic9_R98,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic10_R98,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic11_R98,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic12_R98,10x_hipp_13,11,Topic_12,False
10x_hipp_13_Topic13_R98,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic1_R99,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic2_R99,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic3_R99,10x_hipp_13,11,Topic_12,False
10x_hipp_13_Topic4_R99,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic5_R99,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic6_R99,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic7_R99,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic8_R99,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic9_R99,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic10_R99,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic11_R99,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic12_R99,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic13_R99,10x_hipp_13,5,Topic_6,True
parse_hipp_12_Topic1_R0,parse_hipp_12,7,Topic_8,True
parse_hipp_12_Topic2_R0,parse_hipp_12,1,Topic_2,True
parse_hipp_12_Topic3_R0,parse_hipp_12,6,Topic_7,True
parse_hipp_12_Topic4_R0,parse_hipp_12,8,Topic_9,True
parse_hipp_12_Topic5_R0,parse_hipp_12,9,Topic_10,True
parse_hipp_12_Topic6_R0,parse_hipp_12,2,Topic_3,True
parse_hipp_12_Topic7_R0,parse_hipp_12,13,Topic_14,True
parse_hipp_12_Topic8_R0,parse_hipp_12,2,Topic_3,True
parse_hipp_12_Topic9_R0,parse_hipp_12,4,Topic_5,True
parse_hipp_12_Topic10_R0,parse_hipp_12,0,Topic_1,True
parse_hipp_12_Topic11_R0,parse_hipp_12,5,Topic_6,True
parse_hipp_12_Topic12_R0,parse_hipp_12,3,Topic_4,True
parse_hipp_12_Topic1_R1,parse_hipp_12,9,Topic_10,True
parse_hipp_12_Topic2_R1,parse_hipp_12,7,Topic_8,True
parse_hipp_12_Topic3_R1,parse_hipp_12,3,Topic_4,True
parse_hipp_12_Topic4_R1,parse_hipp_12,6,Topic_7,True
parse_hipp_12_Topic5_R1,parse_hipp_12,1,Topic_2,True
parse_hipp_12_Topic6_R1,parse_hipp_12,0,Topic_1,True
parse_hipp_12_Topic7_R1,parse_hipp_12,6,Topic_7,True
parse_hipp_12_Topic8_R1,parse_hipp_12,5,Topic_6,True
parse_hipp_12_Topic9_R1,parse_hipp_12,10,Topic_11,True
parse_hipp_12_Topic10_R1,parse_hipp_12,4,Topic_5,True
parse_hipp_12_Topic11_R1,parse_hipp_12,2,Topic_3,True
parse_hipp_12_Topic12_R1,parse_hipp_12,0,Topic_1,True
parse_hipp_12_Topic1_R2,parse_hipp_12,0,Topic_1,True
parse_hipp_12_Topic2_R2,parse_hipp_12,2,Topic_3,True
parse_hipp_12_Topic3_R2,parse_hipp_12,12,Topic_13,True
parse_hipp_12_Topic4_R2,parse_hipp_12,10,Topic_11,True
parse_hipp_12_Topic5_R2,parse_hipp_12,8,Topic_9,True
parse_hipp_12_Topic6_R2,parse_hipp_12,7,Topic_8,True
parse_hipp_12_Topic7_R2,parse_hipp_12,3,Topic_4,True
parse_hipp_12_Topic8_R2,parse_hipp_12,11,Topic_12,False
parse_hipp_12_Topic9_R2,parse_hipp_12,5,Topic_6,True
parse_hipp_12_Topic10_R2,parse_hipp_12,1,Topic_2,True
parse_hipp_12_Topic11_R2,parse_hipp_12,9,Topic_10,True
parse_hipp_12_Topic12_R2,parse_hipp_12,4,Topic_5,True
parse_hipp_12_Topic1_R3,parse_hipp_12,0,Topic_1,True
parse_hipp_12_Topic2_R3,parse_hipp_12,5,Topic_6,True
parse_hipp_12_Topic3_R3,parse_hipp_12,3,Topic_4,True
parse_hipp_12_Topic4_R3,parse_hipp_12,11,Topic_12,False
parse_hipp_12_Topic5_R3,parse_hipp_12,11,Topic_12,False
parse_hipp_12_Topic6_R3,parse_hipp_12,1,Topic_2,True
parse_hipp_12_Topic7_R3,parse_hipp_12,4,Topic_5,True
parse_hipp_12_Topic8_R3,parse_hipp_12,10,Topic_11,True
parse_hipp_12_Topic9_R3,parse_hipp_12,0,Topic_1,True
parse_hipp_12_Topic10_R3,parse_hipp_12,7,Topic_8,True
parse_hipp_12_Topic11_R3,parse_hipp_12,4,Topic_5,True
parse_hipp_12_Topic12_R3,parse_hipp_12,1,Topic_2,True
parse_hipp_12_Topic1_R4,parse_hipp_12,3,Topic_4,True
parse_hipp_12_Topic2_R4,parse_hipp_12,8,Topic_9,True
parse_hipp_12_Topic3_R4,parse_hipp_12,2,Topic_3,True
parse_hipp_12_Topic4_R4,parse_hipp_12,2,Topic_3,True
parse_hipp_12_Topic5_R4,parse_hipp_12,1,Topic_2,True
parse_hipp_12_Topic6_R4,parse_hipp_12,10,Topic_11,True
parse_hipp_12_Topic7_R4,parse_hipp_12,5,Topic_6,True
parse_hipp_12_Topic8_R4,parse_hipp_12,7,Topic_8,True
parse_hipp_12_Topic9_R4,parse_hipp_12,0,Topic_1,True
parse_hipp_12_Topic10_R4,parse_hipp_12,4,Topic_5,True
parse_hipp_12_Topic11_R4,parse_hipp_12,11,Topic_12,False
parse_hipp_12_Topic12_R4,parse_hipp_12,6,Topic_7,True
parse_hipp_12_Topic1_R5,parse_hipp_12,11,Topic_12,False
parse_hipp_12_Topic2_R5,parse_hipp_12,7,Topic_8,True
parse_hipp_12_Topic3_R5,parse_hipp_12,11,Topic_12,False
parse_hipp_12_Topic4_R5,parse_hipp_12,1,Topic_2,True
parse_hipp_12_Topic5_R5,parse_hipp_12,11,Topic_12,False
parse_hipp_12_Topic6_R5,parse_hipp_12,0,Topic_1,True
parse_hipp_12_Topic7_R5,parse_hipp_12,9,Topic_10,True
parse_hipp_12_Topic8_R5,parse_hipp_12,4,Topic_5,True
parse_hipp_12_Topic9_R5,parse_hipp_12,2,Topic_3,True
parse_hipp_12_Topic10_R5,parse_hipp_12,3,Topic_4,True
parse_hipp_12_Topic11_R5,parse_hipp_12,6,Topic_7,True
parse_hipp_12_Topic12_R5,parse_hipp_12,5,Topic_6,True
parse_hipp_12_Topic1_R6,parse_hipp_12,3,Topic_4,True
parse_hipp_12_Topic2_R6,parse_hipp_12,7,Topic_8,True
parse_hipp_12_Topic3_R6,parse_hipp_12,1,Topic_2,True
parse_hipp_12_Topic4_R6,parse_hipp_12,5,Topic_6,True
parse_hipp_12_Topic5_R6,parse_hipp_12,2,Topic_3,True
parse_hipp_12_Topic6_R6,parse_hipp_12,6,Topic_7,True
parse_hipp_12_Topic7_R6,parse_hipp_12,2,Topic_3,True
parse_hipp_12_Topic8_R6,parse_hipp_12,1,Topic_2,True
parse_hipp_12_Topic9_R6,parse_hipp_12,4,Topic_5,True
parse_hipp_12_Topic10_R6,parse_hipp_12,10,Topic_11,True
parse_hipp_12_Topic11_R6,parse_hipp_12,6,Topic_7,True
parse_hipp_12_Topic12_R6,parse_hipp_12,0,Topic_1,True
parse_hipp_12_Topic1_R7,parse_hipp_12,2,Topic_3,True
parse_hipp_12_Topic2_R7,parse_hipp_12,11,Topic_12,False
parse_hipp_12_Topic3_R7,parse_hipp_12,0,Topic_1,True
parse_hipp_12_Topic4_R7,parse_hipp_12,10,Topic_11,True
parse_hipp_12_Topic5_R7,parse_hipp_12,4,Topic_5,True
parse_hipp_12_Topic6_R7,parse_hipp_12,7,Topic_8,True
parse_hipp_12_Topic7_R7,parse_hipp_12,5,Topic_6,True
parse_hipp_12_Topic8_R7,parse_hipp_12,8,Topic_9,True
parse_hipp_12_Topic9_R7,parse_hipp_12,1,Topic_2,True
parse_hipp_12_Topic10_R7,parse_hipp_12,3,Topic_4,True
parse_hipp_12_Topic11_R7,parse_hipp_12,8,Topic_9,True
parse_hipp_12_Topic12_R7,parse_hipp_12,0,Topic_1,True
parse_hipp_12_Topic1_R8,parse_hipp_12,2,Topic_3,True
parse_hipp_12_Topic2_R8,parse_hipp_12,11,Topic_12,False
parse_hipp_12_Topic3_R8,parse_hipp_12,10,Topic_11,True
parse_hipp_12_Topic4_R8,parse_hipp_12,1,Topic_2,True
parse_hipp_12_Topic5_R8,parse_hipp_12,8,Topic_9,True
parse_hipp_12_Topic6_R8,parse_hipp_12,10,Topic_11,True
parse_hipp_12_Topic7_R8,parse_hipp_12,7,Topic_8,True
parse_hipp_12_Topic8_R8,parse_hipp_12,0,Topic_1,True
parse_hipp_12_Topic9_R8,parse_hipp_12,2,Topic_3,True
parse_hipp_12_Topic10_R8,parse_hipp_12,3,Topic_4,True
parse_hipp_12_Topic11_R8,parse_hipp_12,4,Topic_5,True
parse_hipp_12_Topic12_R8,parse_hipp_12,5,Topic_6,True
parse_hipp_12_Topic1_R9,parse_hipp_12,6,Topic_7,True
parse_hipp_12_Topic2_R9,parse_hipp_12,5,Topic_6,True
parse_hipp_12_Topic3_R9,parse_hipp_12,4,Topic_5,True
parse_hipp_12_Topic4_R9,parse_hipp_12,0,Topic_1,True
parse_hipp_12_Topic5_R9,parse_hipp_12,13,Topic_14,True
parse_hipp_12_Topic6_R9,parse_hipp_12,8,Topic_9,True
parse_hipp_12_Topic7_R9,parse_hipp_12,6,Topic_7,True
parse_hipp_12_Topic8_R9,parse_hipp_12,3,Topic_4,True
parse_hipp_12_Topic9_R9,parse_hipp_12,1,Topic_2,True
parse_hipp_12_Topic10_R9,parse_hipp_12,2,Topic_3,True
parse_hipp_12_Topic11_R9,parse_hipp_12,9,Topic_10,True
parse_hipp_12_Topic12_R9,parse_hipp_12,6,Topic_7,True
parse_hipp_12_Topic1_R10,parse_hipp_12,8,Topic_9,True
parse_hipp_12_Topic2_R10,parse_hipp_12,9,Topic_10,True
parse_hipp_12_Topic3_R10,parse_hipp_12,4,Topic_5,True
parse_hipp_12_Topic4_R10,parse_hipp_12,1,Topic_2,True
parse_hipp_12_Topic5_R10,parse_hipp_12,5,Topic_6,True
parse_hipp_12_Topic6_R10,parse_hipp_12,10,Topic_11,True
parse_hipp_12_Topic7_R10,parse_hipp_12,0,Topic_1,True
parse_hipp_12_Topic8_R10,parse_hipp_12,2,Topic_3,True
parse_hipp_12_Topic9_R10,parse_hipp_12,7,Topic_8,True
parse_hipp_12_Topic10_R10,parse_hipp_12,2,Topic_3,True
parse_hipp_12_Topic11_R10,parse_hipp_12,12,Topic_13,True
parse_hipp_12_Topic12_R10,parse_hipp_12,11,Topic_12,False
parse_hipp_12_Topic1_R11,parse_hipp_12,5,Topic_6,True
parse_hipp_12_Topic2_R11,parse_hipp_12,11,Topic_12,False
parse_hipp_12_Topic3_R11,parse_hipp_12,8,Topic_9,True
parse_hipp_12_Topic4_R11,parse_hipp_12,1,Topic_2,True
parse_hipp_12_Topic5_R11,parse_hipp_12,9,Topic_10,True
parse_hipp_12_Topic6_R11,parse_hipp_12,11,Topic_12,False
parse_hipp_12_Topic7_R11,parse_hipp_12,13,Topic_14,True
parse_hipp_12_Topic8_R11,parse_hipp_12,12,Topic_13,True
parse_hipp_12_Topic9_R11,parse_hipp_12,10,Topic_11,True
parse_hipp_12_Topic10_R11,parse_hipp_12,3,Topic_4,True
parse_hipp_12_Topic11_R11,parse_hipp_12,4,Topic_5,True
parse_hipp_12_Topic12_R11,parse_hipp_12,0,Topic_1,True
parse_hipp_12_Topic1_R12,parse_hipp_12,2,Topic_3,True
parse_hipp_12_Topic2_R12,parse_hipp_12,1,Topic_2,True
parse_hipp_12_Topic3_R12,parse_hipp_12,0,Topic_1,True
parse_hipp_12_Topic4_R12,parse_hipp_12,3,Topic_4,True
parse_hipp_12_Topic5_R12,parse_hipp_12,1,Topic_2,True
parse_hipp_12_Topic6_R12,parse_hipp_12,11,Topic_12,False
parse_hipp_12_Topic7_R12,parse_hipp_12,5,Topic_6,True
parse_hipp_12_Topic8_R12,parse_hipp_12,11,Topic_12,False
parse_hipp_12_Topic9_R12,parse_hipp_12,9,Topic_10,True
parse_hipp_12_Topic10_R12,parse_hipp_12,4,Topic_5,True
parse_hipp_12_Topic11_R12,parse_hipp_12,6,Topic_7,True
parse_hipp_12_Topic12_R12,parse_hipp_12,7,Topic_8,True
parse_hipp_12_Topic1_R13,parse_hipp_12,6,Topic_7,True
parse_hipp_12_Topic2_R13,parse_hipp_12,2,Topic_3,True
parse_hipp_12_Topic3_R13,parse_hipp_12,7,Topic_8,True
parse_hipp_12_Topic4_R13,parse_hipp_12,0,Topic_1,True
parse_hipp_12_Topic5_R13,parse_hipp_12,5,Topic_6,True
parse_hipp_12_Topic6_R13,parse_hipp_12,1,Topic_2,True
parse_hipp_12_Topic7_R13,parse_hipp_12,13,Topic_14,True
parse_hipp_12_Topic8_R13,parse_hipp_12,10,Topic_11,True
parse_hipp_12_Topic9_R13,parse_hipp_12,6,Topic_7,True
parse_hipp_12_Topic10_R13,parse_hipp_12,5,Topic_6,True
parse_hipp_12_Topic11_R13,parse_hipp_12,6,Topic_7,True
parse_hipp_12_Topic12_R13,parse_hipp_12,8,Topic_9,True
parse_hipp_12_Topic1_R14,parse_hipp_12,2,Topic_3,True
parse_hipp_12_Topic2_R14,parse_hipp_12,5,Topic_6,True
parse_hipp_12_Topic3_R14,parse_hipp_12,2,Topic_3,True
parse_hipp_12_Topic4_R14,parse_hipp_12,7,Topic_8,True
parse_hipp_12_Topic5_R14,parse_hipp_12,2,Topic_3,True
parse_hipp_12_Topic6_R14,parse_hipp_12,1,Topic_2,True
parse_hipp_12_Topic7_R14,parse_hipp_12,3,Topic_4,True
parse_hipp_12_Topic8_R14,parse_hipp_12,6,Topic_7,True
parse_hipp_12_Topic9_R14,parse_hipp_12,2,Topic_3,True
parse_hipp_12_Topic10_R14,parse_hipp_12,0,Topic_1,True
parse_hipp_12_Topic11_R14,parse_hipp_12,4,Topic_5,True
parse_hipp_12_Topic12_R14,parse_hipp_12,11,Topic_12,False
parse_hipp_12_Topic1_R15,parse_hipp_12,0,Topic_1,True
parse_hipp_12_Topic2_R15,parse_hipp_12,5,Topic_6,True
parse_hipp_12_Topic3_R15,parse_hipp_12,11,Topic_12,False
parse_hipp_12_Topic4_R15,parse_hipp_12,7,Topic_8,True
parse_hipp_12_Topic5_R15,parse_hipp_12,11,Topic_12,False
parse_hipp_12_Topic6_R15,parse_hipp_12,4,Topic_5,True
parse_hipp_12_Topic7_R15,parse_hipp_12,1,Topic_2,True
parse_hipp_12_Topic8_R15,parse_hipp_12,1,Topic_2,True
parse_hipp_12_Topic9_R15,parse_hipp_12,3,Topic_4,True
parse_hipp_12_Topic10_R15,parse_hipp_12,8,Topic_9,True
parse_hipp_12_Topic11_R15,parse_hipp_12,6,Topic_7,True
parse_hipp_12_Topic12_R15,parse_hipp_12,10,Topic_11,True
parse_hipp_12_Topic1_R16,parse_hipp_12,6,Topic_7,True
parse_hipp_12_Topic2_R16,parse_hipp_12,11,Topic_12,False
parse_hipp_12_Topic3_R16,parse_hipp_12,0,Topic_1,True
parse_hipp_12_Topic4_R16,parse_hipp_12,4,Topic_5,True
parse_hipp_12_Topic5_R16,parse_hipp_12,0,Topic_1,True
parse_hipp_12_Topic6_R16,parse_hipp_12,11,Topic_12,False
parse_hipp_12_Topic7_R16,parse_hipp_12,1,Topic_2,True
parse_hipp_12_Topic8_R16,parse_hipp_12,11,Topic_12,False
parse_hipp_12_Topic9_R16,parse_hipp_12,10,Topic_11,True
parse_hipp_12_Topic10_R16,parse_hipp_12,13,Topic_14,True
parse_hipp_12_Topic11_R16,parse_hipp_12,5,Topic_6,True
parse_hipp_12_Topic12_R16,parse_hipp_12,3,Topic_4,True
parse_hipp_12_Topic1_R17,parse_hipp_12,2,Topic_3,True
parse_hipp_12_Topic2_R17,parse_hipp_12,5,Topic_6,True
parse_hipp_12_Topic3_R17,parse_hipp_12,1,Topic_2,True
