,assays,leiden,topics,keep
10x_hipp_13_Topic1_R0,10x_hipp_13,11,Topic_12,False
10x_hipp_13_Topic2_R0,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic3_R0,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic4_R0,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic5_R0,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic6_R0,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic7_R0,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic8_R0,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic9_R0,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic10_R0,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic11_R0,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic12_R0,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic13_R0,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic1_R1,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic2_R1,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic3_R1,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic4_R1,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic5_R1,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic6_R1,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic7_R1,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic8_R1,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic9_R1,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic10_R1,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic11_R1,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic12_R1,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic13_R1,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic1_R2,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic2_R2,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic3_R2,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic4_R2,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic5_R2,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic6_R2,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic7_R2,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic8_R2,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic9_R2,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic10_R2,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic11_R2,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic12_R2,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic13_R2,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic1_R3,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic2_R3,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic3_R3,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic4_R3,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic5_R3,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic6_R3,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic7_R3,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic8_R3,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic9_R3,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic10_R3,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic11_R3,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic12_R3,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic13_R3,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic1_R4,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic2_R4,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic3_R4,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic4_R4,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic5_R4,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic6_R4,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic7_R4,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic8_R4,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic9_R4,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic10_R4,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic11_R4,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic12_R4,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic13_R4,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic1_R5,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic2_R5,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic3_R5,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic4_R5,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic5_R5,10x_hipp_13,11,Topic_12,False
10x_hipp_13_Topic6_R5,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic7_R5,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic8_R5,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic9_R5,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic10_R5,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic11_R5,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic12_R5,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic13_R5,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic1_R6,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic2_R6,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic3_R6,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic4_R6,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic5_R6,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic6_R6,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic7_R6,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic8_R6,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic9_R6,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic10_R6,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic11_R6,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic12_R6,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic13_R6,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic1_R7,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic2_R7,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic3_R7,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic4_R7,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic5_R7,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic6_R7,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic7_R7,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic8_R7,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic9_R7,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic10_R7,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic11_R7,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic12_R7,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic13_R7,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic1_R8,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic2_R8,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic3_R8,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic4_R8,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic5_R8,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic6_R8,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic7_R8,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic8_R8,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic9_R8,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic10_R8,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic11_R8,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic12_R8,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic13_R8,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic1_R9,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic2_R9,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic3_R9,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic4_R9,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic5_R9,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic6_R9,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic7_R9,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic8_R9,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic9_R9,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic10_R9,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic11_R9,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic12_R9,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic13_R9,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic1_R10,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic2_R10,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic3_R10,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic4_R10,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic5_R10,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic6_R10,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic7_R10,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic8_R10,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic9_R10,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic10_R10,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic11_R10,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic12_R10,10x_hipp_13,11,Topic_12,False
10x_hipp_13_Topic13_R10,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic1_R11,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic2_R11,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic3_R11,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic4_R11,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic5_R11,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic6_R11,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic7_R11,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic8_R11,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic9_R11,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic10_R11,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic11_R11,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic12_R11,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic13_R11,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic1_R12,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic2_R12,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic3_R12,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic4_R12,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic5_R12,10x_hipp_13,13,Topic_14,True
10x_hipp_13_Topic6_R12,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic7_R12,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic8_R12,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic9_R12,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic10_R12,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic11_R12,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic12_R12,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic13_R12,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic1_R13,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic2_R13,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic3_R13,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic4_R13,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic5_R13,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic6_R13,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic7_R13,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic8_R13,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic9_R13,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic10_R13,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic11_R13,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic12_R13,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic13_R13,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic1_R14,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic2_R14,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic3_R14,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic4_R14,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic5_R14,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic6_R14,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic7_R14,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic8_R14,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic9_R14,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic10_R14,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic11_R14,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic12_R14,10x_hipp_13,11,Topic_12,False
10x_hipp_13_Topic13_R14,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic1_R15,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic2_R15,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic3_R15,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic4_R15,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic5_R15,10x_hipp_13,11,Topic_12,False
10x_hipp_13_Topic6_R15,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic7_R15,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic8_R15,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic9_R15,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic10_R15,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic11_R15,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic12_R15,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic13_R15,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic1_R16,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic2_R16,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic3_R16,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic4_R16,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic5_R16,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic6_R16,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic7_R16,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic8_R16,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic9_R16,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic10_R16,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic11_R16,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic12_R16,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic13_R16,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic1_R17,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic2_R17,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic3_R17,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic4_R17,10x_hipp_13,11,Topic_12,False
10x_hipp_13_Topic5_R17,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic6_R17,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic7_R17,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic8_R17,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic9_R17,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic10_R17,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic11_R17,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic12_R17,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic13_R17,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic1_R18,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic2_R18,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic3_R18,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic4_R18,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic5_R18,10x_hipp_13,11,Topic_12,False
10x_hipp_13_Topic6_R18,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic7_R18,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic8_R18,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic9_R18,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic10_R18,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic11_R18,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic12_R18,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic13_R18,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic1_R19,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic2_R19,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic3_R19,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic4_R19,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic5_R19,10x_hipp_13,13,Topic_14,True
10x_hipp_13_Topic6_R19,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic7_R19,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic8_R19,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic9_R19,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic10_R19,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic11_R19,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic12_R19,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic13_R19,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic1_R20,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic2_R20,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic3_R20,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic4_R20,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic5_R20,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic6_R20,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic7_R20,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic8_R20,10x_hipp_13,11,Topic_12,False
10x_hipp_13_Topic9_R20,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic10_R20,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic11_R20,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic12_R20,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic13_R20,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic1_R21,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic2_R21,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic3_R21,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic4_R21,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic5_R21,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic6_R21,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic7_R21,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic8_R21,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic9_R21,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic10_R21,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic11_R21,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic12_R21,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic13_R21,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic1_R22,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic2_R22,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic3_R22,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic4_R22,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic5_R22,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic6_R22,10x_hipp_13,11,Topic_12,False
10x_hipp_13_Topic7_R22,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic8_R22,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic9_R22,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic10_R22,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic11_R22,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic12_R22,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic13_R22,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic1_R23,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic2_R23,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic3_R23,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic4_R23,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic5_R23,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic6_R23,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic7_R23,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic8_R23,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic9_R23,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic10_R23,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic11_R23,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic12_R23,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic13_R23,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic1_R24,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic2_R24,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic3_R24,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic4_R24,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic5_R24,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic6_R24,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic7_R24,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic8_R24,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic9_R24,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic10_R24,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic11_R24,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic12_R24,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic13_R24,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic1_R25,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic2_R25,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic3_R25,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic4_R25,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic5_R25,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic6_R25,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic7_R25,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic8_R25,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic9_R25,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic10_R25,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic11_R25,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic12_R25,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic13_R25,10x_hipp_13,11,Topic_12,False
10x_hipp_13_Topic1_R26,10x_hipp_13,11,Topic_12,False
10x_hipp_13_Topic2_R26,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic3_R26,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic4_R26,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic5_R26,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic6_R26,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic7_R26,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic8_R26,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic9_R26,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic10_R26,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic11_R26,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic12_R26,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic13_R26,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic1_R27,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic2_R27,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic3_R27,10x_hipp_13,11,Topic_12,False
10x_hipp_13_Topic4_R27,10x_hipp_13,11,Topic_12,False
10x_hipp_13_Topic5_R27,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic6_R27,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic7_R27,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic8_R27,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic9_R27,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic10_R27,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic11_R27,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic12_R27,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic13_R27,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic1_R28,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic2_R28,10x_hipp_13,7,Topic_8,True
10x_hipp_13_Topic3_R28,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic4_R28,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic5_R28,10x_hipp_13,4,Topic_5,True
10x_hipp_13_Topic6_R28,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic7_R28,10x_hipp_13,11,Topic_12,False
10x_hipp_13_Topic8_R28,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic9_R28,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic10_R28,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic11_R28,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic12_R28,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic13_R28,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic1_R29,10x_hipp_13,8,Topic_9,True
10x_hipp_13_Topic2_R29,10x_hipp_13,6,Topic_7,True
10x_hipp_13_Topic3_R29,10x_hipp_13,12,Topic_13,True
10x_hipp_13_Topic4_R29,10x_hipp_13,2,Topic_3,True
10x_hipp_13_Topic5_R29,10x_hipp_13,1,Topic_2,True
10x_hipp_13_Topic6_R29,10x_hipp_13,10,Topic_11,True
10x_hipp_13_Topic7_R29,10x_hipp_13,5,Topic_6,True
10x_hipp_13_Topic8_R29,10x_hipp_13,3,Topic_4,True
10x_hipp_13_Topic9_R29,10x_hipp_13,0,Topic_1,True
10x_hipp_13_Topic10_R29,10x_hipp_13,9,Topic_10,True
10x_hipp_13_Topic11_R29,10x_hipp_13,7,Topic_8,True
